Participant,roi_sequence,experience
2.0,"0,22,9,8,0,0,0,0,0,8,8,7,17,15,8,0,9,0,23,17,8,8,0,0,0,0,0,0,0,12,0,13,29,12,29,21,0,13,12,15,5,7,2,2,9,8,8,8,8,0,8,0,9,8,0,9,9,9,0,0,2,0,19,18,17,17,17,17,17,17,17,9,0,23,8,9,9,0,31,0,9,12,13,13,13,13,0,12,5,5,5,7,2,2,9,9,8,8,9,9,9,9,8,8,8,0,23,0,9,9,0,0,9,0,0,9,19,0,18,0,18,9,8,9,8,8,8,8,9,9,19,23,18,9,9,0,18,23,18,19,18,0,9,0,0,9,17,0,9,7,7,8,9,9,9,9,9,29,9,9,9,9,9,9,0,19,0,0,30,0,9,12,15,13,0,21,13,13,13,13,13,12,0,5,5,6,12,15,17,5,5,0,2,7,9,9,9,0,9,8,9,18,18,0,0,15,9,9,0,9,9,9,0,0,0,0,9,8,8,9,9,7,9,0,9,9,9,0,0,0,0,9,0,9,0,8,8,26,9,0,0,0,0,0,0,2,2,2,2,5,13,5,7,7,9,9,9,9,9,7,9,9,3,5,7,9,9,8,8,9,9,8,9,7,7,7,12,12,13,5,5,4,12,7,5,12,17,0,21,18,11,11,19,9,12,19,17,0,17,17,15,18,9,9,0,9,9,0,9,9,0,19,9,0,19,9,19,0,9,9,0,18,0,0,18,18,9,19,9,12,0,13,29,29,9,9,9,9,26,9,9,9,9,31,9,9,9,9,9,9,8,7,2,9,7,2,5,12,13,13,13,8,0,0,2,0,0,0,0,9,8,2,6,3,1,1,8,4,4,2,9,4,6,4,4,10,11,12,2,23,33,22,33,33,0,0,12,12,12,12,12,11,14,14,24,30,26,25,25,17,8,8,8,8,8,8,3,1,1,4,6,2,4,2,4,4,8,4,8,8,4,4,2,4,2,9,9,10,0,11,14,0,15,15,0,16,18,0,15,0,12,0,12,12,12,12,12,13,12,12,11,11,22,33,24,24,24,24,24,24,8,0,0,0,18,16,0,0,22,12,2,5,2,2,2,2,3,19,0,10,11,0,0,18,18,0,10,10,11,0,20,13,21,20,21,16,22,0,18,10,11,11,10,19,20,21,0,0,21,20,15,15,15,12,12,22,22,23,24,24,23,4,9,9,24,32,31,26,25,25,24,17,17,0,8,17,8,3,1,3,3,3,4,4,4,4,8,4,4,2,2,2,12,12,11,10,10,0,0,16,0,0,10,0,10,10,2,10,0,19,18,0,0,12,12,12,12,12,20,15,0,0,18,10,10,18,0,18,10,11,11,12,12,22,22,0,21,0,24,23,22,23,24,24,25,17,8,8,24,24,8,8,17,3,1,2,2,2,4,4,4,4,4,2,2,12,12,12,10,15,20,0,0,10,4,2,3,3,3,3,11,12,3,3,1,1,3,3,5,4,10,4,4,3,3,9,21,19,19,16,12,12,1,1,19,18,1,3,2,3,3,4,3,0,4,4,4,4,4,2,3,3,3,2,2,3,3,6,12,11,11,11,11,11,9,10,10,21,9,9,9,11,19,18,19,19,19,18,19,19,11,17,11,15,16,12,12,14,14,1,13,6,6,3,1,3,3,3,1,1,1,1,0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,2,6,6,1,15,1,0,1,11,18,21,21,21,21,21,9,9,9,4,9,0,4,4,4,4,3,5,5,4,4,4,4,4,4,2,4,4,4,4,4,5,2,2,6,6,6,6,6,1,11,16,11,19,18,15,0,0,1,1,20,1,1,1,1,2,3,2,4,4,4,4,4,4,4,4,5,5,3,2,2,3,6,3,2,3,3,2,2,3,3,6,6,3,3,1,1,3,12,7,14,12,14,12,7,0,6,6,5,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,9,9,9,9,10,10,21,10,11,11,9,9,9,10,1,19,15,11,17,16,1,1,0,12,16,19,1,1,1,16,15,12,15,16,12,11,12,1,1,11,1,11,19,19,11,16,21,1,1,1,5,7,6,12,5,11,11,14,1,0,1,1,21,21,10,21,10,9,10,10,21,21,10,10,9,9,9,4,10,9,3,1,1,1,1,1,1,3,6,3,5,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,1,3,3,3,2,5,2,2,2,3,6,6,1,1,1,1,1,1,1,19,19,18,19,19,19,19,19,19,17,11,16,16,0,16,16,11,19,11,19,11,11,11,11,11,11,11,12,1,1,1,13,1,2,4,4,2,14,9,14,9,9,12,0,5,5,5,6,0,11,12,12,4,9,4,17,17,9,9,9,9,9,9,9,9,10,10,15,13,14,7,15,7,7,8,5,4,4,4,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,14,14,11,13,13,14,14,4,9,11,12,12,14,16,9,9,16,16,16,16,9,16,4,0,4,4,4,4,12,4,12,12,4,12,4,12,12,12,4,5,11,11,11,11,11,9,8,9,5,6,6,5,5,4,4,4,4,4,4,7,8,8,10,10,15,9,7,5,5,4,5,5,6,12,17,17,17,17,17,9,9,21,21,20,19,20,19,20,20,20,4,4,4,4,0,0,9,9,9,9,9,9,7,10,10,10,10,10,9,10,10,10,10,13,11,11,5,8,6,5,9,12,5,6,5,14,9,14,14,14,14,4,14,17,17,17,17,17,17,17,9,9,9,9,9,20,20,20,20,21,21,20,4,4,18,2,3,3,9,9,9,9,7,5,5,5,9,11,12,3,11,13,8,3,3,3,3,6,3,6,9,10,3,3,3,3,3,3,3,6,6,3,3,3,3,3,3,19,9,14,15,3,19,19,19,19,1,19,19,19,9,3,3,9,15,2,2,8,8,3,8,8,8,9,8,3,6,6,8,8,13,7,7,8,2,14,0,13,13,18,2,2,2,4,2,8,10,10,11,14,10,2,10,11,12,13,13,12,12,13,2,12,13,18,18,2,2,1,1,1,2,2,2,2,3,3,6,1,3,3,3,3,3,3,3,19,19,19,19,19,2,2,2,19,2,18,18,18,18,18,13,13,3,9,3,0,8,2,12,9,3,2,2,2,3,3,3,3,3,3,3,3,3,19,19,19,2,2,2,2,2,1,1,3,3,3,3,3,3,0,2,2,2,7,13,9,11,18,18,2,2,2,2,2,2,19,2,2,1,1,3,3,3,3,3,3,3,3,3,1,3,0,2,2,8,8,2,13,7,5,8,12,13,13,13,12,13,7,12,12,13,12,9,4,4,4,4,1,5,4,5,7,7,7,7,7,16,19,19,15,15,11,11,11,11,11,2,2,1,2,2,5,12,13,2,2,13,13,12,13,12,7,7,7,7,13,19,17,18,15,15,19,19,16,16,7,7,5,5,13,5,13,5,5,7,13,5,5,7,7,5,7,7,2,8,8,5,9,7,5,2,13,12,8,2,2,2,1,1,1,1,2,2,2,2,4,4,2,7,15,15,15,5,7,15,7,6,7,7,7,13,2,11,11,2,2,7,2,2,13,2,2,2,2,2,2,2,7,0,13,13,0,18,15,15,7,7,7,7,13,2,11,11,11,2,2,2,2,2,2,2,2,2,10,2,2,2,10,2,2,2,2,2,2,2,2,2,7,5,4,1,1,1,1,2,4,2,7,16,7,7,14,0,19,18,18",Control
4.0,"19,9,0,0,0,0,0,0,0,0,8,8,8,8,19,0,7,0,0,0,9,9,9,7,21,0,0,9,9,8,0,9,9,0,9,23,0,9,9,9,23,23,9,9,9,0,9,7,0,9,9,0,8,9,9,9,9,9,7,7,8,8,8,8,8,8,8,9,9,0,27,13,13,8,8,8,8,0,0,0,9,0,0,0,8,8,8,10,2,6,4,4,3,4,4,4,4,6,4,4,3,0,14,19,0,16,14,0,0,20,15,0,16,12,0,13,12,12,12,11,10,26,29,24,23,23,2,22,33,33,33,6,3,1,3,3,3,4,4,2,2,2,4,4,4,9,17,29,29,26,29,22,0,2,2,2,2,0,12,12,11,12,4,5,2,3,3,2,4,4,3,3,3,11,2,2,3,3,11,14,12,16,19,17,11,9,9,10,4,0,3,3,3,14,12,12,12,14,16,16,15,11,14,14,14,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,17,11,11,1,1,9,9,9,10,10,10,4,4,4,4,4,4,4,4,5,3,3,3,1,15,13,15,10,7,5,5,11,12,12,11,11,16,16,17,17,17,17,12,12,13,13,17,17,13,13,14,12,12,12,5,5,7,7,10,10,10,9,9,9,9,20,9,15,9,16,3,3,0,0,7,5,5,6,12,9,11,11,3,3,17,17,3,14,11,18,20,19,19,19,1,2,5,2,1,3,3,8,13,13,3,17,17,3,14,11,7,2,13,13,13,2,15,16,8,2,2,8,15,0,15,3,17,17,3,6,6,6,3,6,6,6,6,3,3,6,6,3,6,3,3,3,3,3,3,3,3,3,19,19,7,8,8,7,4,2,7,5,8,8,8,7,8,15,15,8,8,12,8,8,13,15,9,5,8,0,2,8,8,8,5,4,2,5,16,19,19,11,11,11,11,1,1,4,4,2,4,4,7,6,16,19,19,2,16,5,7,5,9,15,9,15,18",FirstYear
7.0,"0,18,8,0,0,0,0,0,12,7,15,2,2,7,9,0,0,9,2,2,17,17,17,0,2,0,0,9,9,0,0,9,9,9,9,9,9,9,8,8,9,8,8,9,8,8,9,7,7,9,9,9,0,9,0,9,9,8,9,17,0,17,17,15,12,9,8,9,9,8,8,8,9,8,9,9,30,0,31,9,0,9,9,9,9,7,9,9,9,9,9,7,7,2,0,2,0,2,2,0,8,8,0,0,9,9,9,7,5,5,2,2,2,0,9,23,9,9,9,9,9,9,9,0,11,9,9,8,9,17,15,15,11,11,11,9,8,9,8,8,0,0,0,8,8,9,9,8,10,0,10,15,20,12,12,0,2,4,4,4,4,0,0,12,11,11,10,0,15,0,15,0,0,15,15,15,19,0,0,0,16,0,12,16,0,16,12,12,12,12,12,12,13,12,20,20,0,20,0,23,22,2,2,23,24,23,31,26,26,26,24,8,24,4,8,25,24,1,1,1,1,1,1,3,3,3,0,4,4,4,8,8,4,4,2,4,4,4,4,2,8,8,8,8,8,4,1,2,1,1,2,4,4,2,12,12,8,8,8,8,8,24,25,24,24,26,25,26,26,26,29,26,25,25,24,24,23,2,24,24,24,24,9,8,8,24,8,8,4,4,2,0,16,10,1,1,1,1,8,3,3,8,8,8,8,24,24,30,32,29,0,25,29,25,25,25,29,29,25,25,25,29,29,29,29,26,0,29,24,8,8,11,0,10,0,11,10,2,0,0,0,19,19,0,0,23,2,15,0,0,12,0,4,3,3,3,3,3,4,4,4,2,5,4,4,4,5,4,4,4,13,3,3,3,1,4,4,4,4,12,13,1,12,12,1,12,12,13,1,12,13,12,1,1,0,15,11,1,15,15,16,19,11,11,19,19,11,11,0,19,11,11,14,11,10,21,9,9,11,11,0,10,4,4,3,5,5,4,5,3,2,2,2,3,3,3,2,3,3,3,6,1,1,1,1,1,1,0,1,1,1,1,1,0,2,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,6,1,6,6,6,1,1,1,21,1,1,1,12,4,4,11,11,11,11,11,11,10,11,9,9,10,9,9,9,9,21,10,4,4,5,4,4,5,5,4,4,9,10,10,11,12,1,0,15,19,18,11,1,12,15,13,5,5,5,5,5,7,9,9,12,5,5,5,6,9,5,9,5,5,7,9,12,11,9,5,9,9,13,9,12,0,13,7,15,16,7,7,9,9,16,13,15,13,4,4,14,13,13,17,17,17,17,17,17,17,17,16,16,20,10,10,9,10,15,14,16,13,13,9,16,9,9,10,16,9,9,9,0,9,15,9,9,16,16,16,9,9,5,5,5,5,5,11,9,5,9,4,4,14,17,17,17,21,21,17,17,17,17,15,17,17,17,17,16,17,20,17,17,17,17,17,17,17,9,16,9,9,9,9,9,9,0,9,12,9,5,5,1,5,5,4,5,12,12,3,0,5,11,3,3,0,6,6,6,3,3,6,3,3,3,19,6,3,6,6,6,3,3,0,6,6,3,3,3,3,3,3,3,3,3,3,3,8,9,9,9,8,8,10,2,10,11,13,0,8,2,18,19,1,1,12,2,1,3,3,3,3,3,3,3,3,3,3,1,19,19,19,19,19,19,19,19,19,1,1,1,1,3,3,2,1,1,3,1,3,18,3,3,3,3,18,19,19,9,11,3,13,5,5,4,7,7,11,7,7,15,0,9,8,7,7,13,7,4,7,13,5,5,5,2,15,15,9,15,7,7,7,7,7,16,15,15,18,19,11,11,11,11,11,11,11,5,2,1,2,2,4,2,2,1,2,2,2,1,13,0,16,2,7,2,2,5,4,2,2,1,1,7,7,7,5,5,5,7,7,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,7,15,15,2,10",Control
11.0,"15,0,23,9,9,0,8,9,0,0,0,9,0,0,8,0,8,0,8,0,0,0,0,0,8,8,8,7,9,9,8,8,8,8,9,8,2,0,0,9,0,9,0,9,9,9,9,9,9,9,9,0,8,8,8,8,8,8,8,9,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0,12,13,9,9,12,12,25,0,18,9,18,9,9,9,19,0,19,7,0,7,7,9,9,2,9,0,0,9,8,9,9,9,8,9,8,8,8,8,8,8,8,0,9,9,9,9,9,8,0,12,12,12,13,12,2,2,0,21,11,2,2,4,2,2,2,10,2,2,2,2,5,2,2,12,12,12,12,13,15,0,20,15,0,15,15,0,0,15,15,15,0,19,0,19,0,20,0,20,20,0,0,21,20,20,13,20,21,19,0,19,18,18,18,18,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,0,20,24,23,23,28,23,23,23,0,23,0,0,0,0,0,0,2,2,2,2,2,2,0,8,24,29,29,30,26,24,28,26,29,8,10,15,19,15,2,2,12,12,12,2,12,2,0,0,4,2,3,3,3,4,3,4,3,3,3,4,4,3,4,4,3,4,3,2,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,12,3,6,12,12,12,0,14,16,16,19,16,2,16,17,1,15,17,17,19,19,18,12,13,9,21,9,9,10,11,11,4,4,4,2,5,2,2,1,1,15,1,10,9,9,10,4,4,4,4,4,4,11,11,11,14,14,11,11,5,4,4,4,4,4,4,10,5,9,4,2,15,14,15,10,10,7,5,13,15,17,16,7,7,7,5,7,7,7,10,10,10,9,9,11,12,12,12,12,12,9,12,5,12,12,13,13,13,15,13,13,13,13,13,14,14,4,14,14,14,16,15,9,7,15,15,7,9,17,17,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,4,9,20,4,17,17,5,5,5,9,11,12,5,8,8,8,8,8,8,6,9,9,2,9,0,9,3,3,9,6,1,1,0,3,8,8,8,8,9,2,9,9,9,1,1,8,9,15,9,11,9,8,11,8,2,10,11,12,0,11,14,1,1,4,17,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,6,3,3,1,1,19,19,19,19,19,19,19,19,19,18,19,3,3,3,3,3,3,3,3,1,1,1,18,20,13,2,19,19,9,2,8,13,3,3,3,2,2,2,3,3,19,3,1,2,9,13,7,7,7,15,16,19,0,5,15,7,13,7,2,2,2,10,2,2,2,7,2,2,2,2,2,2,2,11,11,13,7,2,4,2,4,4,4,7,2,4,2,7,16,16,16,15,19,13,5,5,1,1,5,13,13,7,2,1,1,1,15,19,19,16,16,15,13,11,11,11,11,2,2,7,2,16,19,7,13,5,7",ThirdYear
12.0,"19,9,19,8,0,0,11,0,0,0,0,0,0,19,0,17,13,15,2,2,7,7,12,13,29,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,8,8,7,0,0,9,9,18,0,12,9,9,29,29,12,0,13,13,0,12,0,12,2,2,2,0,7,7,7,7,7,5,17,19,17,17,19,17,19,23,9,9,9,0,0,9,9,9,0,0,2,2,2,0,4,13,0,13,13,0,9,9,9,0,9,9,8,0,9,9,9,9,9,0,8,8,8,10,4,6,4,4,4,3,2,2,4,2,2,4,14,11,12,12,12,12,12,12,12,0,11,10,10,15,0,2,10,0,0,18,24,20,21,20,0,0,18,0,15,12,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,3,3,3,17,8,24,0,25,31,24,26,30,29,29,29,25,30,24,24,23,33,0,0,12,12,12,12,0,12,11,11,12,12,3,3,3,8,8,8,4,4,4,4,8,4,5,3,4,3,3,3,3,4,4,4,4,4,8,3,3,3,3,3,3,3,3,3,1,1,1,1,13,15,1,15,13,11,12,11,11,9,10,21,10,19,1,1,1,1,1,2,4,4,3,3,3,3,5,2,4,4,5,4,4,11,11,4,4,4,2,1,3,3,3,1,1,1,1,9,9,9,11,11,2,2,2,2,3,11,11,11,0,12,12,11,19,1,9,9,10,5,7,11,12,12,11,11,12,12,12,5,5,12,9,9,0,17,17,17,17,17,14,14,13,9,14,14,14,13,13,13,14,14,15,10,7,15,10,7,5,5,5,2,9,5,5,9,9,5,5,6,8,9,3,3,3,19,19,19,19,14,8,7,2,8,12,12,1,1,1,4,4,18,18,18,18,12,18,2,12,18,12,2,11,0,1,1,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,9,3,8,8,8,12,11,15,7,7,5,4,4,5,4,7,7,7,9,16,19,16,16,7,19,18,15,15,9,15,13,13,18,17,13,11,11,11,11,11,1,1,2,4,2,2,2,2,2,5,5,5,5,5,5,7,4,4,5,9,16,7,18,13,13,13,9,7",FirstYear
13.0,"0,18,19,0,0,0,9,0,8,8,9,8,8,7,7,7,0,13,0,13,13,13,17,17,19,0,0,0,30,19,9,12,0,9,9,9,9,9,0,0,9,9,9,0,9,9,9,9,30,29,28,28,21,17,17,5,5,7,7,18,0,23,19,0,18,18,19,18,0,0,19,0,0,0,9,8,9,9,9,9,8,7,7,9,8,0,9,9,9,9,18,0,0,19,9,10,10,9,9,9,9,9,19,0,17,18,19,19,19,7,7,7,7,7,7,4,4,12,2,7,8,8,8,11,9,9,26,9,9,9,9,29,0,9,9,8,8,8,8,8,9,8,8,8,8,8,9,0,9,0,9,9,9,0,0,19,9,9,9,9,9,9,18,23,0,0,23,15,23,23,15,0,17,8,10,11,12,15,0,4,4,4,2,2,3,1,4,4,4,8,8,8,2,4,2,1,8,1,8,17,8,24,24,26,29,24,0,23,23,23,0,0,24,0,18,0,0,2,0,10,10,0,10,10,2,11,12,12,12,0,11,11,0,12,12,0,0,0,0,0,0,10,0,21,21,0,24,2,2,2,2,2,4,9,2,8,8,24,17,10,10,0,4,2,2,2,2,3,3,2,1,0,1,1,1,2,2,2,4,2,3,3,3,3,3,3,3,3,13,12,1,13,12,14,16,16,12,16,19,19,19,19,19,1,1,12,0,16,21,10,9,9,4,4,5,4,4,4,4,4,5,4,4,4,2,3,3,2,3,3,3,3,3,1,12,1,15,1,1,1,1,12,1,21,10,10,10,1,1,2,5,5,1,1,1,1,15,1,1,17,1,15,1,19,11,11,0,11,13,2,3,0,9,15,10,7,15,9,16,16,12,12,11,12,12,12,4,9,12,6,5,5,8,5,6,6,5,13,4,13,9,13,14,14,13,9,17,17,21,21,9,17,17,17,17,17,16,17,17,17,9,15,4,4,3,8,3,3,2,2,11,13,13,14,8,1,5,3,3,3,3,3,3,3,0,13,13,6,3,3,3,3,3,6,3,3,3,0,12,14,2,2,2,2,2,18,19,19,19,19,1,1,1,2,13,13,18,2,3,3,3,2,5,2,14,3,3,13,5,7,4,2,4,2,19,19,15,15,0,18,18,13,13,13,11,11,13,13,5,5,5,5,12,13,13,13,13,13,13,0,7,7,1,1,2,11,11,11,11,11,1,2,2,9,16",ThirdYear
14.0,"0,9,8,9,0,0,7,0,9,9,0,9,0,9,9,9,9,9,9,0,9,9,9,9,8,9,0,9,9,8,8,8,8,9,9,9,0,7,18,0,18,0,0,0,9,19,0,17,17,7,7,7,7,7,17,19,18,7,2,2,11,9,19,19,0,0,19,0,9,9,0,9,19,9,9,8,8,8,8,9,9,9,8,8,8,9,9,8,8,9,9,9,9,31,17,13,17,19,0,17,17,19,17,17,17,21,0,15,15,13,0,11,7,8,8,9,9,9,9,8,9,9,9,9,0,15,0,5,7,7,7,7,9,8,8,17,17,15,15,21,20,0,23,8,11,2,0,2,4,4,4,0,2,2,15,4,4,4,4,4,6,6,6,8,3,28,24,0,10,11,12,13,20,15,0,15,4,2,2,2,2,2,2,2,2,12,2,2,2,2,0,12,0,0,13,0,13,13,12,13,0,0,12,0,12,12,12,11,12,11,0,0,0,0,10,10,10,0,18,18,10,10,0,10,0,0,0,21,21,23,23,33,0,23,26,30,29,24,8,8,8,1,3,30,29,29,24,8,2,4,4,23,23,24,23,33,22,23,24,23,23,23,23,23,0,0,0,0,21,0,12,12,0,0,0,15,15,0,0,18,10,11,12,22,2,12,12,12,8,1,1,1,4,3,3,3,3,3,3,0,3,16,4,4,8,4,4,4,4,4,4,16,12,16,0,12,13,12,19,11,18,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,2,3,6,1,11,21,10,9,10,11,1,16,11,5,4,4,5,4,1,1,6,13,0,14,0,11,19,11,14,12,6,5,5,3,2,1,1,1,1,19,21,21,9,4,4,9,10,4,4,3,3,0,15,1,1,1,11,11,4,11,11,11,4,5,5,11,1,19,19,18,15,17,9,9,9,4,9,4,5,4,4,4,4,6,12,13,5,2,2,17,11,14,13,12,15,0,14,1,2,5,3,0,5,16,11,1,1,14,8,16,13,9,12,9,6,5,5,9,9,14,14,14,17,16,12,12,12,12,12,12,12,12,12,4,4,12,12,12,12,12,14,14,15,15,7,9,10,17,16,7,7,10,10,7,7,7,15,15,17,17,10,15,10,10,10,10,10,10,10,17,17,17,17,17,17,16,16,16,5,8,8,4,5,2,14,3,9,1,3,2,7,2,13,8,18,2,2,3,1,3,3,10,11,7,0,16,3,2,13,11,13,14,12,2,13,13,3,3,19,3,6,3,3,3,0,3,3,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,19,19,19,19,19,3,3,3,3,2,5,3,1,2,2,2,2,2,18,2,9,8,1,1,1,1,3,3,3,3,3,6,3,9,6,3,3,3,1,3,1,3,3,3,3,9,9,3,6,3,3,19,3,3,3,3,19,11,14,8,8,6,3,8,13,5,4,11,2,2,12,13,12,0,12,12,12,18,19,12,7,8,5,5,7,2,5,4,4,4,2,4,4,5,5,19,19,13,13,11,11,11,2,7,19,19,18,18,15,15,16,13,13,13,2,1,1,1,7,13,1,1,1,1,1,1,1,1,2,2,1,2,2,2,5,15,18,17,15,16,7,7,8,15,16,19,18,18,15,16,5,4,18,18,7,18,13,13,8,0,5,5,7,7,16",ThirdYear
